"id","question","answer","wrong_answers","explanation","category","difficulty","milestones","mode","challenge_type","status","tags","source","source_page","revision_notes","favorite","confidence","created_at","updated_at"
"SOCLE-QUIZ-030","En quelle année Adobe crée-t-il le langage PostScript ?","1982","2005 | 2010","","Culture graphique","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-031","Quelle pop star Andy Warhol a-t-il représentée dans sa célèbre sérigraphie de 1962 ?","Marilyn Monroe","Audrey Hepburn | Elvis Presley","","Culture graphique","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-032","Quel designer est à l’origine de la célèbre typographie Helvetica ?","Max Miedinger","Jan Tschichold | Adrian Frutiger","","Culture graphique","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-033","Quel designer est célèbre pour avoir créé le logo IBM et celui d’ABC ?","Paul Rand","Max Bill | Massimo Vignelli","","Culture graphique","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-034","Quel affichiste américain est célèbre pour le logo « I ❤️ NY » ?","Milton Glaser","David Carson | Michel Bouvet","","Culture graphique","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-035","Quel designer est connu pour son travail sur le métro de New York et le style minimaliste des identités visuelles ?","Massimo Vignelli","Philippe Apeloig | Max Bill","","Culture graphique","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-036","Pourquoi Paula Scher est-elle particulièrement reconnue dans l’histoire du graphisme ?","Pour ses affiches typographiques emblématiques","Pour ses affiches politiques illustrées | Pour son travail sur les logos animés","","Culture graphique","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-037","Quel affichiste français est célèbre pour ses affiches publicitaires Art Déco comme celles pour les trains PLM ?","Cassandre","Roman Cieslewicz | Charles Loupot","","Culture graphique","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-038","Qui est ce graphiste français emblématique du 20ᵉ siècle connu pour ses affiches pour Citroën et Parfums Bourjois ?","Charles Loupot","Michel Bouvet | Alain Le Quernec","","Culture graphique","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-039","Quel typographe allemand a théorisé la « nouvelle typographie » et modernisé la mise en page dans les années 1920–1930 ?","Jan Tschichold","Stanley Morison | Roger Excoffon","","Culture graphique","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-040","Quel artiste américain est connu pour son affiche « Hope » de Barack Obama et son travail street-art ?","Shepard Fairey","David Carson | Max Bill","","Culture graphique","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-041","Comment s’appelle la coupure d’un mot en fin de ligne avec un tiret ?","Césure","Lettrine | Interligne","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-042","Quel terme désigne l’espace entre les lettres dans un texte ?","Interlettrage","Chasse | Crénage","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-043","Comment appelle-t-on l’ajustement de l’espace entre les lettres pour créer un rythme visuel ?","Crénage","Interlettrage | Approche","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-044","Quel terme désigne la taille d’un caractère en typographie ?","Corps","Point | Chasse","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-045","Quel terme désigne la longueur d’un caractère, incluant l’espace avant et après la lettre ?","Chasse","Crénage | Approche","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-046","Quel terme désigne l’espace entre deux lettres spécifique dans un mot pour améliorer la lisibilité ?","Approche","Crénage | Interlignage","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-047","Quel terme désigne la fusion de deux lettres pour former un seul glyphe ?","Ligature","Crénage | Lettrine","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-048","Comment s’appelle la représentation graphique d’un caractère ou symbole dans une police de caractères ?","Glyphe","Emoji | Caractère","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-049","Comment appelle-t-on une lettre majuscule en typographie ?","Capitale","Grande casse | Grande lettre","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-050","Quel terme désigne le trait principal d’une lettre ?","Haste","Chasse | Traverse","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-051","Quel terme désigne l’épaisseur du trait d’une lettre ?","Graisse","Délié | Chasse","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-052","Quel mot désigne la largeur d’un caractère, incluant l’espace avant et après ?","Chasse","Corps | Approche","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-053","Quel terme désigne le trait fin d’un caractère ?","Délié","Empattement | Graisse","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-054","Quel terme désigne le trait horizontal d’une lettre, comme dans le “A” ou le “H” ?","Traverse","Haste | Bâton","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-055","Comment appelle-t-on l’espace intérieur fermé d’une lettre, comme dans le “O” ou le “P” ?","Contre-poinçon","Chasse | Haste","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-056","Quel terme désigne la hauteur apparente d’une police ?","Hauteur d’œil","Hauteur de ligne | Hauteur de trait","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-057","Comment s’appelle la ligne sur laquelle reposent les lettres dans une mise en page typographique ?","Ligne de pied","Ligne de fond | Ligne de base","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-058","Quel terme désigne la courbe centrale d’un “S” dans une police de caractères ?","Spine","Spline | Sine","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-059","Comment appelle-t-on l’espace entre deux caractères pour ajuster le rythme visuel d’un mot ?","Approche","Chasse | Crénage","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-060","Qu’est-ce qu’une typographie scriptes ?","Écriture manuscrite, lettres connectées","Empattements rectangulaires | Lettres géométriques et rigides","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-061","Qu’est-ce qu’une typographie décorative ?","Créative, pas de catégorie fixe","Sans empattements | Lettres reliées comme une écriture manuscrite","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-062","Qu’est-ce qu’une typographie mécane ?","Empattements rectangulaires","Lettres très fines | Sans empattements","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-063","Qu’est-ce qu’une typographie serif ?","Avec empattements","Sans empattements | Lettres manuscrites","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-064","Qu’est-ce qu’une typographie sans-serif ?","Sans empattements","Sans les caractères spéciaux | Sans chiffres","","Typographie","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-065","Que suggère une typographie scriptes ?","Authenticité, humanité","Modernité et minimalisme | Solidité et confiance","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-066","Que suggère une typographie décorative ?","Créativité, excentricité","Authenticité, humanité | Élégance, héritage","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-067","Que suggère une typographie mécane ?","Solidité, confiance","Créativité, excentricité | Modernité, minimalisme","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-068","Que suggère une typographie serif ?","Élégance, héritage","Modernité, minimalisme | Authenticité, humanité","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-069","Que suggère une typographie sans-serif ?","Modernité, minimalisme","Élégance, héritage | Créativité, excentricité","","Typographie","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-070","Parmi les propositions suivantes, quelle liste ne représente PAS une symbolique du rouge ?","Joie, positivité, maitrise","Force, puissance, agressivité | Interdiction, danger, action","","Signe et couleur","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-071","Parmi les propositions suivantes, quelle liste ne représente PAS une symbolique du bleu?","Questionnement, protection, adaptation","Fraîcheur, eau, ciel | Rêve, fidélité, loyauté","","Signe et couleur","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-072","Parmi les propositions suivantes, quelle liste ne représente PAS une symbolique du vert?","Maitrise, contrôle, amitié","Croissance, jeunesse, repos | Nature, écologie, renouveau","","Signe et couleur","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-073","Parmi les propositions suivantes, quelle liste ne représente PAS une symbolique du orange ?","Peur, rivalité, domination","Optimisme, énergie, dynamisme | Joie, créativité, communication","","Signe et couleur","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-074","Sur le cercle chromatique, comment appelle-t-on deux couleurs placées diamétralement opposées ?","Couleurs complémentaire","Couleurs analogues | Couleurs tertiaires","","Signe et couleur","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-075","Sur le cercle chromatique, que désigne une harmonie de couleurs analogues ?","Des couleurs adjacentes sur le cercle chromatique","Des couleurs réparties en triangle parfait | Des teintes opposées créant une tension visuelle","","Signe et couleur","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-076","Dans le système Pantone, quelle est la particularité principale qui le distingue d’un système comme le CMYK ?","Il utilise des encres prédéfinies permettant une reproduction exacte et standardisée","Il est réservé exclusivement à l’impression | Il repose uniquement sur les trois primaires soustractives","","Signe et couleur","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-077","Quel est le signifiant (c'est quoi ?) du contraste de couleurs complémentaires ? (Théorie des 7 contrastes de couleurs d'Itten)","Associations opposées dans le cercle chromatique","Trois couleurs équidistantes sur le cercle | Deux teintes issues du même pigment","","Signe et couleur","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-078","Quel est le signifié (ça évoque quoi ?) du contraste de quantité selon Itten ? (Théorie des 7 contrastes de couleurs d'Itten)","Un rapport dominant/dominé qui permet de mettre en lumière ou d'isoler","Une association de couleurs exclusivement basée sur la saturation | Une parfaite égalité visuelle entre les teintes","","Signe et couleur","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-079","Quel est le signifiant (c'est quoi ?) du contraste de couleurs “en soi” ? (Théorie des 7 contrastes de couleurs d'Itten)","Les couleurs primaires offrent le contraste le plus fort","Les couleurs vives sont plus facilement perceptibles de loin | Les couleurs chaudes sont en opposition avec les couleurs froides","","Signe et couleur","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-080","Qui a designé le logo d’IBM en 1956 ?","Paul Rand","Pierre Faucheux | Max Bill","","Logo","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-081","Qui a designé le logo d’UPS en 1961 ?","Paul rand","Massimo Vignelli | Wim Crouwel","","Logo","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-082","Quel est le principe de création graphique le plus associé à Saul Bass ?","La réduction à l’essentiel","Les illustrations hyper-détaillées | Les superpositions colorées complexes","","Logo","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-083","Qui est le designer du logo Apple créé en 1977 ?","Rob Janoff","Milton Glaser | Adrian Frutiger","","Logo","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-084","Qu’a apporté Wally Olins au brand design ?","Une audace souvent radicale dans la construction d’identité de marque","L’introduction des couleurs fluorescentes dans le branding | La standardisation des typographies serif dans les logos","","Logo","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-085","Qu’est-ce qu’un logo monogramme ?","Un logo constitué uniquement de lettres","Un logo qui possède une illustration | Un logo qui ne peut pas avoir plusieurs éléments","","Logo","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-086","Qu’est-ce qu’un logo abstrait ?","Un élément graphique qui ne représente rien de connu","Un élément graphique qui mélange forme et typographie | Un élément graphique basé sur une photographie","","Logo","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-087","Qu’est-ce qu’un logo pictogramme ?","Un élément visuel représentant une forme reconnaissable","Un élément visuel minimaliste | Une icône abstraite conçue pour évoquer une idée générale","","Logo","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-088","Que signifie la notion de “pérennité” dans la conception d’un logo ?","Le fait qu'il reste pertinent visuellement sur plusieurs décennies","Le fait que le logo puisse être animé facilement | Le fait de souvent actualiser son logo pour réster à la page","","Logo","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-089","De quand date le dernier logo de la SNCF ?","2011","2001 | 2005","","Logo","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
